Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
1,Minor,7:47,Monday,Hazy,Daylight,Village Road,Under Construction,Unknown,36,5
0,Serious,6:3,Sunday,Rainy,Dusk,State Highway,Wet,Signs,57,4
0,Fatal,7:50,Monday,Hazy,Daylight,State Highway,Under Construction,Signals,98,3
0,Serious,2:14,Sunday,Clear,Dawn,Village Road,Wet,Police Checkpost,41,1
0,Serious,19:26,Thursday,Rainy,Daylight,National Highway,Under Construction,Signals,86,4
0,Minor,22:8,Sunday,Stormy,Dawn,Urban Road,Dry,Signals,64,3
0,Fatal,9:54,Thursday,Hazy,Dark,Village Road,Damaged,Signs,113,3
0,Serious,10:5,Thursday,Hazy,Dawn,Urban Road,Wet,Police Checkpost,118,5
0,Minor,7:47,Sunday,Stormy,Daylight,State Highway,Wet,Signs,71,5
1,Fatal,7:52,Friday,Hazy,Dusk,Urban Road,Damaged,Signals,38,4
0,Fatal,9:29,Saturday,Clear,Daylight,State Highway,Dry,Unknown,31,3
0,Fatal,1:8,Wednesday,Foggy,Dusk,State Highway,Under Construction,Police Checkpost,95,2
0,Minor,1:31,Friday,Rainy,Dark,Urban Road,Wet,Signals,41,3
0,Minor,6:50,Thursday,Rainy,Dawn,State Highway,Damaged,Signs,103,1
1,Serious,10:57,Wednesday,Foggy,Dawn,State Highway,Damaged,Signals,105,4
0,Minor,12:36,Wednesday,Clear,Daylight,State Highway,Dry,Unknown,95,3
0,Minor,14:1,Tuesday,Hazy,Daylight,National Highway,Wet,Police Checkpost,74,1
1,Fatal,5:53,Saturday,Hazy,Dark,National Highway,Under Construction,Signals,41,4
0,Minor,5:47,Sunday,Hazy,Dark,Urban Road,Under Construction,Unknown,86,1
0,Fatal,12:49,Sunday,Hazy,Dark,State Highway,Wet,Signs,37,1
0,Serious,5:47,Wednesday,Foggy,Dusk,Village Road,Damaged,Unknown,103,5
0,Serious,13:4,Thursday,Hazy,Daylight,State Highway,Dry,Signs,48,5
0,Serious,16:51,Monday,Clear,Dusk,National Highway,Damaged,Unknown,114,4
0,Fatal,21:56,Tuesday,Rainy,Dark,State Highway,Under Construction,Signals,43,5
0,Serious,3:10,Monday,Foggy,Daylight,Village Road,Wet,Signs,82,3
0,Minor,21:37,Tuesday,Stormy,Dark,Village Road,Dry,Signs,32,2
0,Minor,19:32,Sunday,Stormy,Dusk,Village Road,Dry,Signs,109,3
0,Serious,14:26,Wednesday,Stormy,Dawn,National Highway,Under Construction,Unknown,48,2
0,Fatal,22:28,Tuesday,Foggy,Dusk,Village Road,Dry,Police Checkpost,41,2
0,Fatal,5:56,Tuesday,Rainy,Dawn,State Highway,Damaged,Signals,100,4
1,Minor,21:18,Monday,Foggy,Dusk,Village Road,Under Construction,Unknown,99,5
0,Fatal,19:27,Friday,Foggy,Daylight,Urban Road,Damaged,Police Checkpost,72,1
0,Fatal,3:37,Saturday,Clear,Dawn,Village Road,Under Construction,Signs,65,4
0,Minor,17:59,Sunday,Foggy,Dusk,Urban Road,Dry,Police Checkpost,110,1
0,Fatal,0:13,Wednesday,Rainy,Dawn,State Highway,Under Construction,Signs,40,1
0,Fatal,3:20,Sunday,Stormy,Dusk,National Highway,Damaged,Signals,59,2
0,Fatal,17:10,Tuesday,Rainy,Dawn,Urban Road,Under Construction,Police Checkpost,75,1
0,Minor,18:13,Monday,Foggy,Dark,Urban Road,Damaged,Signals,81,2
0,Fatal,12:55,Thursday,Rainy,Dark,Village Road,Wet,Police Checkpost,78,4
1,Fatal,22:0,Tuesday,Foggy,Dark,Village Road,Wet,Police Checkpost,68,2
0,Serious,23:6,Monday,Rainy,Dawn,State Highway,Dry,Signals,48,5
0,Minor,5:4,Wednesday,Rainy,Dawn,Village Road,Damaged,Unknown,44,4
0,Minor,3:43,Saturday,Hazy,Daylight,Village Road,Damaged,Unknown,116,2
0,Minor,16:17,Tuesday,Hazy,Dusk,Village Road,Damaged,Signs,77,5
0,Serious,8:39,Friday,Stormy,Daylight,Urban Road,Damaged,Signs,54,3
0,Serious,10:36,Saturday,Foggy,Dark,National Highway,Dry,Police Checkpost,57,4
0,Serious,3:28,Saturday,Hazy,Daylight,Village Road,Wet,Unknown,38,1
0,Fatal,17:16,Friday,Foggy,Dark,Urban Road,Dry,Signals,106,3
0,Fatal,7:6,Thursday,Hazy,Dawn,Urban Road,Wet,Signs,81,1
0,Serious,20:23,Wednesday,Hazy,Daylight,Urban Road,Wet,Unknown,50,1
0,Minor,16:34,Monday,Stormy,Dawn,State Highway,Damaged,Signals,85,2
0,Minor,13:17,Saturday,Hazy,Dark,State Highway,Damaged,Unknown,99,4
0,Minor,14:16,Saturday,Rainy,Daylight,State Highway,Under Construction,Signals,33,4
0,Fatal,2:30,Monday,Clear,Daylight,Urban Road,Under Construction,Signs,85,5
0,Minor,12:21,Thursday,Hazy,Dark,State Highway,Dry,Signals,43,2
1,Minor,5:45,Wednesday,Rainy,Daylight,Village Road,Dry,Police Checkpost,82,1
1,Minor,6:56,Thursday,Stormy,Daylight,National Highway,Dry,Signs,93,1
0,Fatal,17:34,Monday,Hazy,Daylight,Urban Road,Dry,Unknown,64,2
0,Fatal,12:15,Monday,Hazy,Dusk,Urban Road,Under Construction,Signs,46,3
0,Minor,6:0,Tuesday,Hazy,Daylight,Urban Road,Wet,Unknown,78,4
0,Serious,2:0,Thursday,Clear,Dawn,National Highway,Wet,Signs,60,3
0,Fatal,3:44,Wednesday,Foggy,Daylight,State Highway,Dry,Signals,58,2
0,Serious,20:34,Wednesday,Foggy,Dawn,Village Road,Wet,Signals,75,2
0,Minor,20:34,Wednesday,Stormy,Daylight,State Highway,Dry,Police Checkpost,42,3
0,Serious,23:32,Sunday,Rainy,Daylight,National Highway,Damaged,Police Checkpost,76,5
0,Fatal,8:21,Wednesday,Rainy,Dawn,Village Road,Wet,Police Checkpost,113,4
1,Serious,12:31,Monday,Foggy,Dawn,Village Road,Under Construction,Signals,69,5
0,Fatal,22:43,Wednesday,Clear,Dusk,National Highway,Wet,Signals,30,4
1,Minor,4:24,Tuesday,Clear,Dark,State Highway,Under Construction,Signs,107,2
1,Minor,16:43,Tuesday,Stormy,Daylight,Urban Road,Under Construction,Signals,60,1
0,Minor,21:52,Monday,Foggy,Daylight,Urban Road,Wet,Unknown,119,1
1,Fatal,9:46,Tuesday,Foggy,Daylight,Village Road,Wet,Unknown,43,5
0,Minor,6:1,Tuesday,Hazy,Dawn,Village Road,Under Construction,Police Checkpost,108,3
0,Serious,17:21,Wednesday,Hazy,Dusk,Village Road,Under Construction,Police Checkpost,38,2
0,Minor,22:34,Thursday,Rainy,Daylight,Village Road,Damaged,Unknown,87,3
0,Serious,20:55,Saturday,Foggy,Dusk,Village Road,Damaged,Police Checkpost,58,1
0,Fatal,2:43,Wednesday,Stormy,Dusk,Urban Road,Damaged,Signals,112,2
0,Serious,14:41,Wednesday,Stormy,Dusk,State Highway,Dry,Signs,92,2
0,Minor,7:7,Monday,Stormy,Daylight,State Highway,Damaged,Signs,107,3
0,Serious,1:57,Monday,Clear,Dark,State Highway,Dry,Signs,102,1
0,Minor,11:16,Thursday,Stormy,Dark,National Highway,Damaged,Signs,66,1
0,Minor,6:0,Tuesday,Clear,Dawn,National Highway,Damaged,Police Checkpost,87,5
0,Fatal,1:35,Friday,Stormy,Dark,State Highway,Dry,Unknown,56,1
0,Serious,22:32,Friday,Stormy,Dawn,Urban Road,Damaged,Unknown,120,5
1,Serious,5:28,Sunday,Clear,Dawn,Urban Road,Under Construction,Signs,64,5
0,Minor,11:9,Tuesday,Rainy,Dark,Village Road,Damaged,Signals,59,3
0,Serious,7:34,Saturday,Rainy,Dawn,Village Road,Damaged,Signs,59,3
0,Serious,7:32,Sunday,Hazy,Dark,Urban Road,Under Construction,Signs,34,4
0,Serious,15:42,Thursday,Foggy,Dawn,Urban Road,Wet,Police Checkpost,88,4
0,Fatal,3:58,Wednesday,Hazy,Dawn,Urban Road,Under Construction,Signs,106,4
1,Minor,13:35,Thursday,Clear,Dusk,Urban Road,Under Construction,Signals,115,5
0,Serious,17:30,Wednesday,Rainy,Dark,Urban Road,Dry,Signs,89,1
0,Serious,19:59,Sunday,Stormy,Daylight,Urban Road,Wet,Signals,69,5
0,Minor,5:8,Thursday,Stormy,Daylight,National Highway,Damaged,Police Checkpost,119,3
0,Serious,8:51,Sunday,Stormy,Dark,Village Road,Damaged,Signals,102,4
0,Fatal,10:22,Wednesday,Hazy,Dawn,National Highway,Under Construction,Police Checkpost,101,1
0,Fatal,14:41,Saturday,Stormy,Dusk,Village Road,Wet,Signals,80,1
0,Serious,1:45,Monday,Hazy,Dark,National Highway,Damaged,Signs,94,2
1,Fatal,14:17,Sunday,Stormy,Daylight,State Highway,Damaged,Unknown,55,1
0,Minor,12:19,Tuesday,Foggy,Dawn,National Highway,Under Construction,Signals,73,5
0,Serious,2:31,Sunday,Stormy,Dark,Village Road,Under Construction,Signs,67,1
0,Minor,21:14,Friday,Rainy,Dark,Urban Road,Wet,Police Checkpost,72,1
0,Fatal,15:23,Monday,Foggy,Dusk,Urban Road,Damaged,Police Checkpost,114,2
0,Fatal,15:1,Tuesday,Stormy,Dusk,Urban Road,Wet,Police Checkpost,37,5
0,Serious,16:28,Wednesday,Clear,Daylight,Village Road,Dry,Signals,73,1
0,Serious,13:46,Monday,Stormy,Dusk,Urban Road,Dry,Signals,100,3
0,Fatal,18:27,Sunday,Clear,Dawn,National Highway,Under Construction,Unknown,32,1
1,Minor,3:52,Saturday,Hazy,Dark,State Highway,Under Construction,Police Checkpost,38,5
0,Minor,22:53,Wednesday,Hazy,Dusk,Village Road,Dry,Unknown,104,1
0,Serious,10:56,Sunday,Clear,Dark,State Highway,Wet,Police Checkpost,96,4
0,Serious,0:37,Friday,Stormy,Daylight,National Highway,Under Construction,Signs,91,5
0,Serious,14:3,Tuesday,Rainy,Daylight,State Highway,Under Construction,Signs,63,3
0,Minor,15:46,Wednesday,Rainy,Dusk,State Highway,Dry,Signals,118,3
0,Minor,20:34,Thursday,Stormy,Daylight,Urban Road,Under Construction,Police Checkpost,55,3
0,Fatal,0:37,Wednesday,Rainy,Dark,Urban Road,Damaged,Police Checkpost,90,3
0,Serious,21:32,Thursday,Foggy,Dawn,Urban Road,Wet,Signals,75,3
0,Fatal,19:53,Monday,Clear,Daylight,Village Road,Dry,Unknown,95,3
0,Minor,12:29,Monday,Hazy,Dusk,Village Road,Wet,Police Checkpost,117,2
0,Serious,1:3,Wednesday,Stormy,Dark,National Highway,Wet,Police Checkpost,77,4
1,Fatal,3:39,Saturday,Stormy,Dawn,National Highway,Dry,Signs,75,3
0,Minor,0:14,Saturday,Stormy,Dusk,Urban Road,Damaged,Police Checkpost,95,4
0,Serious,10:10,Saturday,Hazy,Dark,Urban Road,Under Construction,Unknown,57,4
0,Serious,16:37,Wednesday,Clear,Dawn,Urban Road,Wet,Signals,87,1
0,Minor,0:25,Wednesday,Rainy,Dusk,National Highway,Under Construction,Unknown,72,1
0,Fatal,4:22,Wednesday,Hazy,Dark,Village Road,Wet,Signs,70,5
0,Minor,10:51,Thursday,Foggy,Dusk,Urban Road,Damaged,Unknown,39,2
0,Fatal,13:15,Monday,Hazy,Dusk,Village Road,Dry,Signals,98,2
0,Minor,3:11,Thursday,Hazy,Daylight,Village Road,Under Construction,Signs,119,1
0,Serious,8:1,Thursday,Foggy,Daylight,Village Road,Damaged,Signals,68,3
0,Fatal,8:19,Thursday,Foggy,Daylight,Village Road,Damaged,Unknown,112,2
0,Minor,5:40,Wednesday,Clear,Dark,Urban Road,Under Construction,Police Checkpost,77,2
0,Serious,13:29,Sunday,Rainy,Dusk,Urban Road,Dry,Signals,36,3
1,Minor,22:18,Monday,Hazy,Dark,National Highway,Under Construction,Signals,80,5
0,Minor,10:0,Thursday,Rainy,Dusk,Village Road,Damaged,Police Checkpost,80,3
0,Minor,15:53,Saturday,Hazy,Dawn,Village Road,Dry,Signals,53,1
0,Minor,21:1,Tuesday,Foggy,Dark,National Highway,Under Construction,Unknown,31,3
0,Fatal,5:32,Thursday,Rainy,Daylight,Urban Road,Dry,Signals,74,2
0,Minor,9:58,Sunday,Clear,Dawn,Village Road,Wet,Unknown,107,1
0,Fatal,21:50,Thursday,Clear,Dusk,National Highway,Under Construction,Police Checkpost,95,3
0,Fatal,13:8,Wednesday,Stormy,Dusk,Village Road,Damaged,Unknown,81,1
0,Serious,19:43,Sunday,Foggy,Dusk,State Highway,Dry,Signals,56,1
0,Fatal,13:28,Saturday,Rainy,Daylight,Village Road,Dry,Signals,62,2
0,Fatal,7:31,Thursday,Rainy,Dusk,Village Road,Dry,Signals,43,1
0,Minor,12:7,Wednesday,Stormy,Daylight,Urban Road,Damaged,Police Checkpost,117,1
1,Minor,23:47,Tuesday,Stormy,Dusk,Urban Road,Dry,Unknown,45,4
0,Fatal,9:52,Sunday,Rainy,Dark,National Highway,Wet,Signs,119,2
0,Fatal,20:48,Friday,Hazy,Daylight,State Highway,Wet,Police Checkpost,34,5
0,Fatal,21:29,Saturday,Hazy,Dark,State Highway,Wet,Police Checkpost,85,2
0,Fatal,8:53,Sunday,Hazy,Dawn,State Highway,Wet,Signals,111,2
0,Serious,6:45,Sunday,Hazy,Daylight,National Highway,Wet,Signals,88,4
1,Fatal,10:23,Monday,Foggy,Dawn,Urban Road,Under Construction,Police Checkpost,89,3
0,Fatal,9:9,Monday,Clear,Dusk,National Highway,Under Construction,Police Checkpost,37,1
0,Fatal,12:1,Friday,Rainy,Dusk,State Highway,Wet,Police Checkpost,84,5
0,Minor,0:9,Thursday,Rainy,Dusk,State Highway,Under Construction,Signals,46,1
0,Minor,19:54,Wednesday,Rainy,Dusk,State Highway,Damaged,Signs,92,4
0,Minor,17:38,Thursday,Foggy,Dusk,National Highway,Dry,Signals,48,5
0,Minor,13:48,Friday,Foggy,Dawn,Village Road,Wet,Police Checkpost,90,4
1,Fatal,10:8,Monday,Hazy,Daylight,Urban Road,Dry,Signs,94,2
0,Serious,5:37,Tuesday,Foggy,Daylight,National Highway,Damaged,Police Checkpost,42,4
0,Fatal,16:0,Friday,Stormy,Daylight,National Highway,Wet,Police Checkpost,41,5
1,Fatal,10:41,Saturday,Hazy,Dusk,Village Road,Dry,Signs,72,4
1,Minor,21:18,Wednesday,Stormy,Dawn,National Highway,Wet,Signals,109,3
0,Fatal,12:50,Friday,Clear,Dawn,National Highway,Dry,Signs,44,1
1,Minor,2:5,Friday,Foggy,Dawn,Village Road,Wet,Police Checkpost,30,4
1,Fatal,11:40,Saturday,Clear,Dark,Village Road,Damaged,Police Checkpost,106,4
0,Fatal,9:22,Tuesday,Foggy,Daylight,State Highway,Wet,Signs,100,4
0,Fatal,11:59,Wednesday,Foggy,Daylight,State Highway,Dry,Signals,32,2
0,Minor,10:57,Sunday,Foggy,Dark,Urban Road,Under Construction,Signals,69,3
0,Serious,0:2,Friday,Stormy,Dark,Village Road,Under Construction,Unknown,39,4
0,Fatal,10:13,Monday,Rainy,Dusk,State Highway,Damaged,Police Checkpost,84,1
0,Minor,2:18,Saturday,Rainy,Dark,State Highway,Under Construction,Signs,57,5
0,Minor,8:6,Monday,Foggy,Dark,State Highway,Wet,Signals,86,4
0,Fatal,21:7,Wednesday,Foggy,Dawn,Urban Road,Damaged,Unknown,72,3
0,Fatal,7:28,Friday,Stormy,Dark,State Highway,Wet,Police Checkpost,45,5
0,Fatal,10:22,Monday,Foggy,Daylight,State Highway,Damaged,Unknown,70,4
0,Fatal,17:30,Wednesday,Hazy,Dark,Village Road,Damaged,Police Checkpost,55,1
0,Serious,23:41,Saturday,Clear,Dawn,State Highway,Wet,Signs,47,2
0,Serious,2:45,Monday,Rainy,Daylight,State Highway,Damaged,Police Checkpost,76,4
0,Fatal,18:10,Sunday,Stormy,Daylight,State Highway,Under Construction,Signals,115,3
0,Fatal,12:44,Tuesday,Foggy,Dark,State Highway,Wet,Unknown,34,4
0,Fatal,15:53,Wednesday,Clear,Dark,Village Road,Damaged,Signals,92,5
0,Minor,2:34,Saturday,Rainy,Dawn,Urban Road,Dry,Police Checkpost,78,4
0,Fatal,0:40,Saturday,Hazy,Daylight,Village Road,Under Construction,Unknown,82,3
0,Minor,1:57,Monday,Hazy,Dawn,Village Road,Under Construction,Unknown,97,1
0,Minor,6:59,Saturday,Rainy,Dawn,Urban Road,Wet,Signals,60,4
0,Serious,23:32,Sunday,Hazy,Dawn,State Highway,Under Construction,Signals,118,3
0,Fatal,12:57,Wednesday,Clear,Dawn,State Highway,Damaged,Signals,54,1
0,Minor,8:57,Saturday,Stormy,Dawn,National Highway,Damaged,Signals,42,3
0,Fatal,22:21,Tuesday,Clear,Dusk,National Highway,Under Construction,Police Checkpost,109,2
0,Fatal,11:30,Tuesday,Rainy,Dawn,Urban Road,Damaged,Police Checkpost,32,5
1,Serious,5:49,Thursday,Foggy,Daylight,State Highway,Dry,Police Checkpost,77,4
0,Serious,22:35,Monday,Clear,Dark,State Highway,Under Construction,Unknown,80,1
0,Minor,0:11,Thursday,Rainy,Dawn,Urban Road,Under Construction,Unknown,116,5
0,Minor,7:19,Friday,Rainy,Dusk,Urban Road,Under Construction,Unknown,35,5
0,Serious,9:56,Wednesday,Foggy,Dusk,State Highway,Under Construction,Signs,97,5
0,Minor,10:0,Thursday,Hazy,Dark,Village Road,Dry,Police Checkpost,100,1
0,Minor,13:41,Tuesday,Stormy,Dawn,Village Road,Damaged,Police Checkpost,49,5
0,Minor,2:41,Sunday,Hazy,Daylight,Urban Road,Wet,Unknown,46,3
0,Minor,19:34,Sunday,Hazy,Dark,Urban Road,Dry,Unknown,106,5
1,Fatal,10:31,Saturday,Foggy,Dusk,Village Road,Damaged,Signals,41,1
0,Fatal,14:2,Monday,Stormy,Dark,National Highway,Dry,Signs,104,3
0,Minor,6:42,Sunday,Clear,Dusk,Village Road,Dry,Police Checkpost,50,5
0,Serious,22:3,Friday,Foggy,Dark,State Highway,Under Construction,Unknown,37,4
0,Fatal,2:24,Saturday,Clear,Daylight,Urban Road,Under Construction,Police Checkpost,88,1
0,Minor,19:51,Tuesday,Clear,Daylight,State Highway,Damaged,Unknown,90,4
0,Fatal,0:47,Saturday,Stormy,Daylight,Village Road,Wet,Signals,108,1
0,Minor,9:9,Sunday,Hazy,Dusk,National Highway,Wet,Signals,79,1
0,Minor,4:55,Thursday,Clear,Dark,Village Road,Damaged,Signs,64,5
0,Minor,0:26,Thursday,Clear,Daylight,Urban Road,Damaged,Police Checkpost,96,5
0,Minor,17:35,Friday,Rainy,Dawn,Village Road,Wet,Signs,45,5
0,Serious,19:43,Sunday,Rainy,Daylight,National Highway,Under Construction,Signals,52,2
0,Fatal,3:1,Sunday,Stormy,Daylight,Urban Road,Damaged,Police Checkpost,107,2
0,Fatal,14:7,Saturday,Rainy,Dark,Urban Road,Wet,Police Checkpost,62,5
0,Serious,2:46,Tuesday,Foggy,Dark,Village Road,Damaged,Unknown,33,1
0,Fatal,16:51,Thursday,Stormy,Dawn,National Highway,Under Construction,Police Checkpost,96,1
0,Fatal,11:29,Tuesday,Stormy,Daylight,State Highway,Under Construction,Signs,30,2
1,Serious,5:22,Monday,Hazy,Dark,National Highway,Wet,Signs,63,2
0,Serious,7:47,Tuesday,Clear,Dark,Village Road,Dry,Signs,109,3
0,Minor,15:44,Friday,Hazy,Dawn,State Highway,Damaged,Signals,47,3
0,Serious,4:4,Friday,Clear,Dark,Urban Road,Dry,Unknown,36,2
1,Minor,16:40,Thursday,Clear,Dark,Village Road,Wet,Signs,117,5
1,Serious,10:32,Sunday,Hazy,Dawn,Village Road,Under Construction,Police Checkpost,86,2
0,Serious,22:39,Sunday,Hazy,Dark,National Highway,Under Construction,Unknown,51,3
0,Minor,21:33,Sunday,Rainy,Dusk,State Highway,Damaged,Signals,86,1
0,Fatal,8:32,Wednesday,Clear,Dawn,Urban Road,Damaged,Unknown,105,4
0,Minor,6:33,Friday,Clear,Daylight,Village Road,Wet,Signals,56,4
0,Minor,1:43,Wednesday,Foggy,Dusk,Village Road,Wet,Signals,95,1
0,Fatal,6:52,Saturday,Hazy,Dusk,Urban Road,Damaged,Signs,37,1
0,Minor,12:31,Friday,Foggy,Dusk,Village Road,Damaged,Signals,108,5
0,Minor,20:43,Thursday,Clear,Dark,State Highway,Wet,Police Checkpost,55,5
0,Minor,17:58,Saturday,Foggy,Dusk,State Highway,Wet,Unknown,117,3
0,Minor,7:5,Sunday,Rainy,Dusk,State Highway,Wet,Signals,109,3
0,Minor,21:47,Wednesday,Clear,Dawn,National Highway,Damaged,Signals,40,4
0,Fatal,20:31,Tuesday,Rainy,Daylight,State Highway,Under Construction,Signals,94,5
0,Minor,17:25,Wednesday,Stormy,Dusk,State Highway,Under Construction,Police Checkpost,55,1
0,Serious,5:38,Thursday,Rainy,Daylight,State Highway,Damaged,Signals,52,1
0,Fatal,1:56,Monday,Rainy,Dusk,State Highway,Damaged,Signals,87,1
0,Fatal,22:5,Thursday,Stormy,Dusk,Village Road,Under Construction,Signals,51,3
0,Minor,17:9,Wednesday,Stormy,Daylight,Urban Road,Dry,Police Checkpost,54,5
0,Serious,1:43,Wednesday,Clear,Daylight,Urban Road,Wet,Unknown,87,2
0,Serious,21:34,Saturday,Foggy,Dark,Village Road,Damaged,Police Checkpost,71,2
0,Minor,0:21,Wednesday,Stormy,Dark,State Highway,Dry,Signals,62,5
0,Serious,17:0,Sunday,Rainy,Dark,National Highway,Damaged,Signals,118,5
1,Minor,15:48,Friday,Rainy,Dusk,National Highway,Damaged,Signs,79,4
0,Minor,20:2,Saturday,Clear,Dawn,Urban Road,Under Construction,Police Checkpost,59,4
0,Fatal,19:5,Friday,Stormy,Dawn,State Highway,Wet,Signals,80,5
0,Minor,18:56,Friday,Hazy,Dawn,State Highway,Wet,Signals,33,5
0,Minor,1:34,Wednesday,Foggy,Dawn,Urban Road,Under Construction,Signals,81,5
0,Minor,0:37,Tuesday,Clear,Dark,Village Road,Dry,Unknown,64,2
0,Serious,15:16,Saturday,Foggy,Daylight,National Highway,Dry,Police Checkpost,83,5
0,Serious,10:45,Wednesday,Stormy,Daylight,Urban Road,Under Construction,Signals,105,1
0,Minor,13:47,Thursday,Stormy,Dusk,National Highway,Wet,Signals,75,5
0,Fatal,18:48,Wednesday,Foggy,Dark,Urban Road,Wet,Police Checkpost,106,1
0,Serious,0:51,Sunday,Clear,Dawn,Village Road,Dry,Unknown,50,2
0,Fatal,9:40,Wednesday,Foggy,Dark,Village Road,Dry,Unknown,51,4
0,Fatal,22:19,Friday,Foggy,Daylight,National Highway,Under Construction,Signals,72,2
0,Fatal,6:36,Wednesday,Clear,Dark,National Highway,Dry,Signs,91,4
0,Minor,22:57,Tuesday,Rainy,Dark,State Highway,Damaged,Unknown,65,2
0,Serious,0:30,Friday,Foggy,Dawn,National Highway,Under Construction,Police Checkpost,55,5
0,Minor,23:51,Sunday,Rainy,Dawn,Village Road,Dry,Police Checkpost,53,2
0,Minor,15:2,Friday,Foggy,Daylight,Village Road,Under Construction,Signals,40,3
0,Minor,19:28,Saturday,Rainy,Dusk,National Highway,Damaged,Unknown,115,4
1,Minor,15:24,Friday,Clear,Dawn,National Highway,Under Construction,Signals,110,2
0,Minor,11:47,Thursday,Stormy,Dark,National Highway,Damaged,Unknown,107,4
0,Fatal,16:43,Thursday,Clear,Dusk,National Highway,Damaged,Signs,95,2
1,Fatal,22:59,Monday,Clear,Daylight,National Highway,Dry,Signals,111,1
0,Fatal,11:35,Wednesday,Rainy,Dark,State Highway,Damaged,Unknown,79,4
0,Minor,4:48,Monday,Hazy,Daylight,Village Road,Under Construction,Police Checkpost,113,4
1,Fatal,17:52,Friday,Hazy,Daylight,National Highway,Damaged,Unknown,101,4
0,Serious,15:48,Wednesday,Clear,Daylight,State Highway,Damaged,Signals,90,1
0,Minor,3:38,Wednesday,Rainy,Dusk,Village Road,Damaged,Police Checkpost,86,3
0,Fatal,9:22,Wednesday,Stormy,Dawn,Village Road,Dry,Signals,79,4
0,Fatal,0:40,Tuesday,Hazy,Dusk,Village Road,Wet,Police Checkpost,113,4
0,Serious,23:54,Wednesday,Rainy,Daylight,Village Road,Dry,Signals,62,5
0,Minor,7:45,Sunday,Clear,Dawn,State Highway,Wet,Signals,39,2
0,Serious,20:20,Sunday,Stormy,Dawn,Urban Road,Dry,Signals,95,5
0,Fatal,4:20,Tuesday,Hazy,Dusk,Village Road,Wet,Unknown,72,4
0,Minor,14:16,Monday,Hazy,Daylight,State Highway,Dry,Signs,69,4
0,Fatal,5:8,Sunday,Rainy,Dawn,Village Road,Under Construction,Signs,43,1
0,Fatal,22:37,Tuesday,Rainy,Daylight,Urban Road,Wet,Police Checkpost,111,1
0,Fatal,14:5,Thursday,Clear,Daylight,National Highway,Under Construction,Unknown,100,1
0,Fatal,15:59,Wednesday,Hazy,Daylight,Urban Road,Under Construction,Signals,35,5
0,Fatal,2:15,Sunday,Rainy,Dark,Urban Road,Dry,Signals,78,2
0,Fatal,14:23,Thursday,Rainy,Dawn,State Highway,Dry,Signs,114,1
0,Minor,2:29,Wednesday,Stormy,Daylight,State Highway,Dry,Signals,78,3
0,Serious,20:2,Wednesday,Clear,Dusk,National Highway,Wet,Unknown,92,2
0,Serious,21:34,Monday,Stormy,Dark,State Highway,Damaged,Police Checkpost,91,4
0,Minor,19:24,Wednesday,Stormy,Dark,State Highway,Under Construction,Police Checkpost,75,1
0,Fatal,11:9,Friday,Stormy,Dusk,Village Road,Wet,Signs,105,2
0,Minor,17:17,Wednesday,Rainy,Dark,National Highway,Damaged,Signs,93,4
0,Fatal,22:52,Friday,Rainy,Dark,Urban Road,Dry,Signs,93,1
1,Minor,13:59,Thursday,Foggy,Daylight,Urban Road,Dry,Unknown,113,5
0,Serious,21:34,Friday,Rainy,Dawn,National Highway,Under Construction,Police Checkpost,35,2
0,Fatal,19:39,Monday,Foggy,Dark,Urban Road,Under Construction,Police Checkpost,90,5
0,Minor,2:28,Wednesday,Rainy,Daylight,State Highway,Damaged,Police Checkpost,100,2
0,Minor,15:18,Wednesday,Rainy,Dark,State Highway,Wet,Police Checkpost,110,3
0,Fatal,2:18,Thursday,Foggy,Daylight,Urban Road,Under Construction,Unknown,39,1
0,Fatal,9:34,Wednesday,Clear,Dawn,State Highway,Dry,Signs,95,2
0,Serious,22:37,Wednesday,Foggy,Dark,State Highway,Wet,Signs,39,3
0,Fatal,0:39,Saturday,Foggy,Dark,National Highway,Damaged,Unknown,79,1
0,Minor,6:45,Tuesday,Hazy,Dark,National Highway,Damaged,Signals,94,3
0,Fatal,3:51,Wednesday,Stormy,Dawn,National Highway,Under Construction,Unknown,95,2
0,Fatal,8:15,Sunday,Stormy,Dark,Village Road,Damaged,Signals,105,5
0,Serious,16:11,Sunday,Stormy,Dark,State Highway,Damaged,Unknown,88,5
1,Minor,3:49,Sunday,Stormy,Daylight,Village Road,Wet,Signals,38,2
1,Minor,21:7,Sunday,Hazy,Dusk,Urban Road,Dry,Police Checkpost,30,3
0,Serious,9:39,Monday,Foggy,Dark,Urban Road,Under Construction,Signals,117,2
0,Minor,2:53,Monday,Clear,Daylight,State Highway,Wet,Signals,115,5
0,Minor,21:24,Friday,Stormy,Dusk,National Highway,Damaged,Signals,53,5
0,Minor,8:26,Monday,Hazy,Dusk,State Highway,Damaged,Signals,88,1
0,Fatal,20:53,Monday,Stormy,Daylight,State Highway,Under Construction,Signs,63,3
0,Fatal,9:37,Wednesday,Rainy,Dawn,National Highway,Damaged,Signs,46,4
0,Fatal,7:58,Wednesday,Clear,Dusk,State Highway,Under Construction,Signals,95,5
